Consumer query:

Ranked results from semantic matching: 
1. Supplier Name: Grant-Becker, Similarity Score: 0.86
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
62. Supplier Name: Dickinson Inc, Similarity Score: 0.66
Offered Process: CNCMilling, Offered Material: AlloySteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: AS9000, Available from-to: 2019-02-01 - 2019-04-15
63. Supplier Name: Kshlerin-Haag, Similarity Score: 0.66
Offered Process: GearHobbing, Offered Material: HighCarbonSteel, Offered Machine: GearShaperMachine, Offered Capacity: 150, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: VerticalMilling, Offered Material: StainlessSteel_304, Offered Machine: VerticalMillingMachine, Offered Capacity: 150, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
64. Supplier Name: Kuhic-Schultz, Similarity Score: 0.66
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Planing, Offered Material: MediumCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HoleMaking, Offered Material: HighCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
65. Supplier Name: Gutkowski LLC, Similarity Score: 0.66
Offered Process: CNCMilling, Offered Material: StainlessSteel_400, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: AS9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: GearHobbing, Offered Material: GrayIron, Offered Machine: GearShaperMachine, Offered Capacity: 50, Certification: AS9000, Available from-to: 2019-02-01 - 2019-04-15
66. Supplier Name: Schimmel-Koepp, Similarity Score: 0.66
Offered Process: Milling, Offered Material: StainlessSteel_400, Offered Machine: MillingMachine, Offered Capacity: 150, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
67. Supplier Name: Gusikowski, MacGyver and Padberg, Similarity Score: 0.66
Offered Process: CNCTurning, Offered Material: LowCarbonSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
68. Supplier Name: Metz-Mueller, Similarity Score: 0.66
Offered Process: ElectricalDischargeMachining, Offered Material: HighCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
69. Supplier Name: Mertz, White and Kuhlman, Similarity Score: 0.65
Offered Process: WaterJetCutting, Offered Material: HighAlloySteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 125, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
70. Supplier Name: Heathcote-Feeney, Similarity Score: 0.65
Offered Process: GearHobbing, Offered Material: HighAlloySteel, Offered Machine: GearShaperMachine, Offered Capacity: 125, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
71. Supplier Name: Rosenbaum, Hintz and Stehr, Similarity Score: 0.65
Offered Process: SinkerEDM, Offered Material: MartensiticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
72. Supplier Name: Ziemann, Rosenbaum and Labadie, Similarity Score: 0.65
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel_400, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: WhiteIron, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-01-15 - 2019-04-01
73. Supplier Name: Wilderman Group, Similarity Score: 0.65
Offered Process: CNCTurning, Offered Material: StainlessSteel_400, Offered Machine: CNCTurnMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-02-01 - 2019-04-15
74. Supplier Name: Kuhic-Schultz, Similarity Score: 0.65
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Planing, Offered Material: MediumCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HoleMaking, Offered Material: HighCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
75. Supplier Name: Schaden, Kautzer and Pouros, Similarity Score: 0.65
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel_304, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HorizontalMilling, Offered Material: LowCarbonSteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
76. Supplier Name: Murazik, Koelpin and Schoen, Similarity Score: 0.65
Offered Process: Shaping, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Milling, Offered Material: LowCarbonSteel, Offered Machine: MillingMachine, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HoleMaking, Offered Material: HighCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: CNCMilling, Offered Material: HighAlloySteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Milling, Offered Material: MalleableIron, Offered Machine: MillingMachine, Offered Capacity: 150, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
77. Supplier Name: Beatty and Sons, Similarity Score: 0.65
Offered Process: LaserBeamCutting, Offered Material: AlloySteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-03-01 - 2019-05-15
78. Supplier Name: Upton LLC, Similarity Score: 0.65
Offered Process: SinkerEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: CNCMilling, Offered Material: CarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
79. Supplier Name: Padberg, Howe and Kihn, Similarity Score: 0.65
Offered Process: CNCTurning, Offered Material: WhiteIron, Offered Machine: CNCTurnMachine, Offered Capacity: 125, Certification: ISO9002, Available from-to: 2019-02-01 - 2019-04-15
80. Supplier Name: Raynor-Waters, Similarity Score: 0.65
Offered Process: Shaping, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: LaserBeamCutting, Offered Material: GrayIron, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
81. Supplier Name: Leuschke-Jerde, Similarity Score: 0.65
Offered Process: WireEDM, Offered Material: Steel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ElectricalDischargeMachining, Offered Material: MalleableIron, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: AS9100, Available from-to: 2019-03-01 - 2019-05-15
82. Supplier Name: Bogisich LLC, Similarity Score: 0.65
Offered Process: ElectricalDischargeMachining, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: AS9100, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Milling, Offered Material: StainlessSteel_304, Offered Machine: MillingMachine, Offered Capacity: 75, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: LowAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
83. Supplier Name: Jenkins-Littel, Similarity Score: 0.64
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WaterJetCutting, Offered Material: AlloySteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Shaping, Offered Material: StainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: LEED, Available from-to: 2019-01-01 - 2019-03-15
84. Supplier Name: Kuvalis-Crona, Similarity Score: 0.64
Offered Process: HorizontalMilling, Offered Material: MalleableIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 150, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: CompactedGraphiteIron, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ElectricalDischargeMachining, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
85. Supplier Name: Smith, Huels and Morar, Similarity Score: 0.64
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: VerticalMilling, Offered Material: WhiteIron, Offered Machine: VerticalMillingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
86. Supplier Name: Witting Inc, Similarity Score: 0.64
Offered Process: Planing, Offered Material: WhiteIron, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
87. Supplier Name: Spencer, Ritchie and Ziemann, Similarity Score: 0.64
Offered Process: VerticalMilling, Offered Material: StainlessSteel_400, Offered Machine: VerticalMillingMachine, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
88. Supplier Name: Walsh, Collins and White, Similarity Score: 0.64
Offered Process: LaserBeamCutting, Offered Material: MediumCarbonSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 50, Certification: LEED, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ElectricalDischargeMachining, Offered Material: LowAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: GearHobbing, Offered Material: StainlessSteel_302, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-01-01 - 2019-03-15
89. Supplier Name: Murray and Sons, Similarity Score: 0.64
Offered Process: ElectricalDischargeMachining, Offered Material: MediumCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: MIL, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
90. Supplier Name: Dare, Feest and Wolff, Similarity Score: 0.64
Offered Process: Shaping, Offered Material: MediumCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: AS9000, Available from-to: 2019-02-01 - 2019-04-15
91. Supplier Name: Mante Inc, Similarity Score: 0.64
Offered Process: LaserBeamCutting, Offered Material: MediumCarbonSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-01-15 - 2019-04-01
92. Supplier Name: Greenfelder-Jacobson, Similarity Score: 0.63
Offered Process: ManualMilling, Offered Material: LowAlloySteel, Offered Machine: ManualMachineTool, Offered Capacity: 100, Certification: LEED, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: LaserBeamCutting, Offered Material: CastIron, Offered Machine: LaserCuttingMachine, Offered Capacity: 75, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
93. Supplier Name: Kreiger Inc, Similarity Score: 0.63
Offered Process: VerticalMilling, Offered Material: StainlessSteel_316, Offered Machine: VerticalMillingMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Planing, Offered Material: CarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: LEED, Available from-to: 2019-02-15 - 2019-05-01
94. Supplier Name: Hodkiewicz, Leannon and Schneider, Similarity Score: 0.63
Offered Process: HorizontalMilling, Offered Material: MediumCarbonSteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 150, Certification: LEED, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: HorizontalMilling, Offered Material: HighCarbonSteel, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: LEED, Available from-to: 2019-03-01 - 2019-05-15
95. Supplier Name: Kunze-Fisher, Similarity Score: 0.63
Offered Process: PrecisionMilling, Offered Material: WhiteIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 150, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
96. Supplier Name: Tremblay, Kemmer and Pacocha, Similarity Score: 0.62
Offered Process: SinkerEDM, Offered Material: CompactedGraphiteIron, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
97. Supplier Name: Jakubowski Group, Similarity Score: 0.62
Offered Process: CNCTurning, Offered Material: MalleableIron, Offered Machine: CNCTurnMachine, Offered Capacity: 150, Certification: MIL, Available from-to: 2019-02-01 - 2019-04-15
98. Supplier Name: Howell, Ruecker and Keebler, Similarity Score: 0.62
Offered Process: SinkerEDM, Offered Material: WhiteIron, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: QS9000, Available from-to: 2019-02-01 - 2019-04-15
99. Supplier Name: Ziemann, Rosenbaum and Labadie, Similarity Score: 0.62
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel_400, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: LaserBeamCutting, Offered Material: WhiteIron, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: QS9000, Available from-to: 2019-01-15 - 2019-04-01
100. Supplier Name: Brekke, Cummerata and Padberg, Similarity Score: 0.62
Offered Process: HorizontalMilling, Offered Material: CompactedGraphiteIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 125, Certification: AS9100, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: StainlessSteel_302, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: AS9100, Available from-to: 2019-01-15 - 2019-04-01
